,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95
Alaska,0.008658008658064865,0.007641921397381452,0.006607929515418556,0.0055555555555555575,0.004484304932735425,0.0033936651583710412,0.0022831050228310497,0.001152073732718895
Arizona,0.01523538691730466,0.014884037656714005,0.014518924874060101,0.014134614181578332,0.013724913409328597,0.013283523015920437,0.012805068241482559,0.012290231214888401
Auburn,0.01534803242724949,0.015010879985079897,0.014698251407860099,0.014422576368354624,0.01420160312504903,0.014061950045588035,0.014044222947608345,0.014216002662524936
Clemson,0.018112738158576506,0.018104437322038442,0.0181391888409968,0.018229660427425312,0.01839341982288557,0.018656134525954046,0.019056564812897574,0.019659020330506604
ColoradoState,0.024086862868167584,0.02440299662340526,0.024672622239135626,0.024877075079644595,0.024990540593588042,0.024976837616876458,0.024783921199669545,0.0243362933355894
Connecticut,0.015575057636306549,0.01504473397312751,0.014417103635286355,0.013653614065821943,0.012694559324952604,0.01143983471315953,0.009711838645737832,0.007157615227749204
Cornell,0.01274888310363418,0.01210977547788266,0.011434686427500371,0.010713531102212608,0.00993380770335505,0.009080136104154063,0.008133713757698502,0.0070732378478193325
Delaware,0.018408921699332823,0.01776105313070472,0.016956487591208904,0.015961216551206726,0.0147304861410954,0.013204291750324882,0.01130154192118614,0.008910648832669309
Florida,0.028984301148081988,0.030245145654032708,0.03165775337736687,0.03325942798812166,0.0351009391796545,0.03725503265728684,0.03982842213869791,0.04299202481814331
Georgia,0.028891929020165047,0.03001323265167246,0.031247615379081023,0.03262382559805843,0.034181778814038555,0.03598054104632397,0.03811009282885331,0.04072250459122476
Hawaii,0.023064306419782757,0.022783721716806527,0.022317663141779027,0.021601771966847424,0.020535824812130375,0.018941998903164548,0.016516984381208192,0.01265266957735654
Idaho,0.008658008658064865,0.007641921397381452,0.006607929515418556,0.0055555555555555575,0.004484304932735425,0.0033936651583710412,0.0022831050228310497,0.001152073732718895
Illinois,0.026555882041999553,0.027540745878662936,0.028654394864718463,0.02992853333050548,0.03140613482158513,0.033148380014278014,0.035244372850896245,0.03783538589719265
IowaState,0.027145450441283237,0.028304313133201243,0.029617904051853265,0.031120404659171628,0.03285794968274933,0.034896081757320965,0.03733023378368892,0.04031213107343313
KState,0.03181993932992555,0.033186825549848906,0.034632576863789136,0.03616056158075698,0.03777022561163793,0.03944820892814629,0.041160400668082714,0.04281195283737058
Kentucky,0.015287051986952528,0.014945854519448604,0.014632470943675611,0.014360070750881046,0.014147030423053625,0.014020138624726747,0.014019291915280773,0.01420879224757056
LouisianaState,0.011457999612901828,0.010657418565775534,0.009810601520831786,0.008906818124457778,0.007932752113687344,0.006871812852297982,0.0057032418469055435,0.0044018053025661995
