,Total papers,Solo papers,Collaborative papers,Unique collaborators,Grants,Solo grants,Collaborative grants,Unique grant collaborators
"Im, Jong Hee",16,6,10,1,0,0,0,0
"IzadiDarbandi, Ali",5,5,0,0,0,0,0,0
"Jiang, Yanjuan",5,0,5,2,0,0,0,0
"Josephs, Emily B",24,19,5,4,2,2,0,0
"Kaiser, Natalie R",4,0,4,3,0,0,0,0
"Keegstra, Kenneth",7,4,3,3,0,0,0,0
"Kitavi, Mercy",5,1,4,2,0,0,0,0
"Ko, Dae Kwan",20,2,18,6,0,0,0,0
"Lau, Jennifer A",35,26,9,3,5,4,1,1
"Leisner, Courtney P",12,2,10,11,0,0,0,0
"Li, Zhaojian",104,103,1,2,6,6,0,0
"Lin, Feng",22,10,12,4,0,0,0,0
"Liu, Jun",20,10,10,4,0,0,0,0
"LoPresti, Eric F",12,6,6,4,0,0,0,0
"Loescher, Wayne",5,2,3,3,0,0,0,0
"Lucas, Maik",8,3,5,2,0,0,0,0
"Ma, Wei",8,1,7,2,0,0,0,0
"McGrath, J Mitchell",16,15,1,1,0,0,0,0
"MedinaMeza, Ilce G",16,11,5,2,0,0,0,0
"Moore, Bethany M",10,0,10,9,0,0,0,0
"Munch, Elizabeth",34,26,8,3,0,0,0,0
"Nadakuduti, Satya Swathi",11,0,11,6,0,0,0,0
"Nejadhashemi, A Pouyan",91,91,0,0,1,1,0,0
"Oakley, Christopher G",20,15,5,4,1,0,1,1
"Pham, Kasey K",6,5,1,1,0,0,0,0
"Pollard, Mike",6,1,5,2,0,0,0,0
"Qi, ZhaoMing",2,2,0,0,0,0,0,0
"Rea, Anne C",13,11,2,3,0,0,0,0
"Reinhold, Dawn",6,6,0,0,2,2,0,0
"Richardson, Lynn GL",4,2,2,1,2,2,0,0
"Scharnagl, Klara",6,5,1,1,1,1,0,0
"Schilmiller, Anthony L",38,21,17,19,0,0,0,0
"Schmiege, Stephanie C",11,3,8,3,0,0,0,0
"Schnell, Danny J",17,11,6,4,0,0,0,0
"Schwarz, Eliezer M",4,3,1,1,0,0,0,0
"Shade, Ashley",82,77,5,5,2,2,0,0
"Singh, Maninder P",46,39,7,6,0,0,0,0
"Smercina, Darian N",8,1,7,1,0,0,0,0
"Smith, Marielle N",17,17,0,0,0,0,0,0
"Soltani, Ali",6,0,6,6,0,0,0,0
"Stata, Matt",6,3,3,1,0,0,0,0
"Steinke, Kurt",24,21,3,2,4,4,0,0
"Thelen, Kurt D",31,27,4,2,0,0,0,0
"Turley, Nash E",14,3,11,1,0,0,0,0
"VanWallendael, Acer",11,4,7,4,0,0,0,0
"Weber, Marjorie Gail",27,20,7,7,2,2,0,0
"Wetzel, William C",25,13,12,9,6,6,0,0
"Wilkerson, Curtis Gene",14,7,7,3,1,1,0,0
"Willbur, Jaime F",18,10,8,3,1,1,0,0
"Willick, Ian R",2,1,1,1,0,0,0,0
"Wilson, Julianna K",26,22,4,3,2,2,0,0
"Wood, T J",3,2,1,1,0,0,0,0
"Wu, Felicia",56,55,1,1,2,2,0,0
"Ying, Sheng",4,2,2,2,0,0,0,0
"Yoshida, Yamato",2,0,2,1,0,0,0,0
"Zarka, Kelly A",3,0,3,1,0,0,0,0
"Zhao, Yi",7,3,4,1,0,0,0,0
