Dropped_Predictor,R2_without,R2_drop,Percent_drop
EdgesPerNode,0.49468848770146345,0.1406368269469216,22.13619128725506
clique_integration,0.5970426171870158,0.03828269746136925,6.025684256349279
global_efficiency,0.6335150362487534,0.0018102783996316596,0.28493723733226994
local_efficiency,0.6239316286156964,0.011393686032688644,1.7933625136587503
