,Total papers,Solo papers,Collaborative papers,Unique collaborators,Grants,Solo grants,Collaborative grants,Unique grant collaborators
"Armbruster, W Scott",43,43,0,0,0,0,0,0
"Hewitt, Rebecca E",13,13,0,0,0,0,0,0
"IckertBond, Stefanie M",51,50,1,1,0,0,0,0
"Abdelhamid, Magdi T",2,2,0,0,0,0,0,0
"Mulder, Christa P H",17,11,6,1,4,4,0,0
"Ray, Peter M",3,3,0,0,0,0,0,0
"Spellman, Katie V",21,14,7,2,2,2,0,0
"Wagner, Diane",8,8,0,0,2,2,0,0
"Wolf, Diana E",4,4,0,0,0,0,0,0
